,id,symbol,period,interval,start_at,open_time,volume,open,high,low,close,turnover,timestamp
0,18355717,BTCUSDT,1,1,1637157600,1637157600,11.596,60121.5,60220.0,60121.0,60220.0,697909.143,2021-11-17 14:00:00
1,18356121,BTCUSDT,1,1,1637157660,1637157660,5.59,60220.0,60224.5,60219.5,60224.5,336631.0755,2021-11-17 14:01:00
2,18356179,BTCUSDT,1,1,1637157720,1637157720,18.754,60224.5,60235.0,60224.5,60235.0,1129609.738,2021-11-17 14:02:00
3,18356237,BTCUSDT,1,1,1637157780,1637157780,22.629,60235.0,60300.0,60234.5,60299.5,1363854.3435,2021-11-17 14:03:00
4,18356353,BTCUSDT,1,1,1637157840,1637157840,13.66,60299.5,60326.5,60288.0,60288.0,823892.214,2021-11-17 14:04:00
5,18356412,BTCUSDT,1,1,1637157900,1637157900,11.287,60288.0,60288.5,60240.0,60240.0,680196.908,2021-11-17 14:05:00
6,18356528,BTCUSDT,1,1,1637157960,1637157960,9.171,60240.0,60275.0,60221.5,60275.0,552354.527,2021-11-17 14:06:00
7,18356643,BTCUSDT,1,1,1637158020,1637158020,11.36,60275.0,60275.0,60263.0,60263.0,684675.2155,2021-11-17 14:07:00
8,18356701,BTCUSDT,1,1,1637158080,1637158080,12.538,60263.0,60263.5,60208.5,60226.0,755170.3865,2021-11-17 14:08:00
9,18356759,BTCUSDT,1,1,1637158140,1637158140,14.422,60226.0,60226.5,60226.0,60226.5,868580.6785,2021-11-17 14:09:00
10,18356875,BTCUSDT,1,1,1637158200,1637158200,3.184,60226.5,60226.5,60226.0,60226.0,191760.5225,2021-11-17 14:10:00
11,18356991,BTCUSDT,1,1,1637158260,1637158260,9.05,60226.0,60268.5,60226.0,60245.5,545223.146,2021-11-17 14:11:00
12,18357049,BTCUSDT,1,1,1637158320,1637158320,7.68,60245.5,60245.5,60202.0,60202.0,462513.111,2021-11-17 14:12:00
13,18357165,BTCUSDT,1,1,1637158380,1637158380,10.58,60202.0,60202.5,60199.0,60199.0,636920.2375,2021-11-17 14:13:00
14,18357223,BTCUSDT,1,1,1637158440,1637158440,4.609,60199.0,60199.5,60184.5,60184.5,277431.8225,2021-11-17 14:14:00
15,18357284,BTCUSDT,1,1,1637158500,1637158500,19.998,60184.5,60237.0,60183.5,60236.5,1203860.866,2021-11-17 14:15:00
16,18357513,BTCUSDT,1,1,1637158560,1637158560,9.949,60236.5,60237.0,60195.0,60195.0,599135.76,2021-11-17 14:16:00
17,18357571,BTCUSDT,1,1,1637158620,1637158620,23.534,60195.0,60195.5,60129.5,60129.5,1415545.033,2021-11-17 14:17:00
18,18357629,BTCUSDT,1,1,1637158680,1637158680,9.246,60129.5,60130.0,60129.0,60129.5,555959.415,2021-11-17 14:18:00
19,18357745,BTCUSDT,1,1,1637158740,1637158740,6.241,60129.5,60163.5,60129.0,60151.5,375302.7045,2021-11-17 14:19:00
20,18357803,BTCUSDT,1,1,1637158800,1637158800,35.042,60151.5,60236.0,60151.5,60235.5,2109304.646,2021-11-17 14:20:00
21,18357919,BTCUSDT,1,1,1637158860,1637158860,5.518,60235.5,60235.5,60160.0,60160.0,332199.381,2021-11-17 14:21:00
22,18358035,BTCUSDT,1,1,1637158920,1637158920,26.614,60160.0,60174.0,60138.5,60173.5,1600812.7995,2021-11-17 14:22:00
23,18358093,BTCUSDT,1,1,1637158980,1637158980,7.126,60173.5,60184.0,60168.5,60183.5,428794.9795,2021-11-17 14:23:00
24,18358152,BTCUSDT,1,1,1637159040,1637159040,8.429,60183.5,60184.0,60141.5,60146.5,507154.1845,2021-11-17 14:24:00
25,18358268,BTCUSDT,1,1,1637159100,1637159100,50.109,60146.5,60147.0,60078.0,60095.5,3011644.4145,2021-11-17 14:25:00
26,18358383,BTCUSDT,1,1,1637159160,1637159160,104.598,60095.5,60160.0,60001.0,60149.0,6283545.039,2021-11-17 14:26:00
27,18358442,BTCUSDT,1,1,1637159220,1637159220,50.086,60149.0,60300.0,60148.5,60300.0,3017240.3365,2021-11-17 14:27:00
28,18358557,BTCUSDT,1,1,1637159280,1637159280,52.019,60300.0,60302.0,60241.0,60245.0,3135650.386,2021-11-17 14:28:00
29,18358615,BTCUSDT,1,1,1637159340,1637159340,43.4,60245.0,60280.0,60245.0,60259.5,2615013.0825,2021-11-17 14:29:00
30,18358676,BTCUSDT,1,1,1637159400,1637159400,18.916,60259.5,60280.0,60177.5,60191.0,1139591.0235,2021-11-17 14:30:00
31,18358963,BTCUSDT,1,1,1637159460,1637159460,18.482,60191.0,60220.5,60138.0,60139.0,1111947.3245,2021-11-17 14:31:00
32,18359021,BTCUSDT,1,1,1637159520,1637159520,19.856,60139.0,60139.0,60083.0,60084.0,1193374.3785,2021-11-17 14:32:00
33,18359080,BTCUSDT,1,1,1637159580,1637159580,70.666,60084.0,60084.0,60000.0,60000.0,4242037.542,2021-11-17 14:33:00
34,18359195,BTCUSDT,1,1,1637159640,1637159640,137.845,60000.0,60000.5,59914.5,59944.5,8265571.274,2021-11-17 14:34:00
35,18359254,BTCUSDT,1,1,1637159700,1637159700,121.818,59944.5,60075.0,59944.0,60040.5,7309676.2235,2021-11-17 14:35:00
36,18359369,BTCUSDT,1,1,1637159760,1637159760,39.791,60040.5,60095.0,60040.5,60057.0,2390401.043,2021-11-17 14:36:00
37,18359485,BTCUSDT,1,1,1637159820,1637159820,25.009,60057.0,60077.5,60031.5,60032.0,1501894.787,2021-11-17 14:37:00
38,18359543,BTCUSDT,1,1,1637159880,1637159880,25.353,60032.0,60032.0,59976.0,59976.0,1521376.832,2021-11-17 14:38:00
39,18359601,BTCUSDT,1,1,1637159940,1637159940,91.855,59976.0,59976.5,59853.5,59855.0,5502953.8515,2021-11-17 14:39:00
40,18359718,BTCUSDT,1,1,1637160000,1637160000,50.134,59855.0,59910.5,59855.0,59900.0,3001733.681,2021-11-17 14:40:00
41,18359833,BTCUSDT,1,1,1637160060,1637160060,18.908,59900.0,59975.0,59900.0,59975.0,1133276.158,2021-11-17 14:41:00
42,18359891,BTCUSDT,1,1,1637160120,1637160120,24.837,59975.0,59982.0,59875.0,59906.5,1488963.409,2021-11-17 14:42:00
43,18360007,BTCUSDT,1,1,1637160180,1637160180,13.194,59906.5,59936.5,59898.0,59920.0,790553.24,2021-11-17 14:43:00
44,18360065,BTCUSDT,1,1,1637160240,1637160240,8.74,59920.0,59920.5,59897.5,59904.5,523532.79,2021-11-17 14:44:00
45,18360126,BTCUSDT,1,1,1637160300,1637160300,8.788,59904.5,59936.5,59904.0,59930.0,526510.805,2021-11-17 14:45:00
46,18360355,BTCUSDT,1,1,1637160360,1637160360,33.954,59930.0,59930.0,59822.0,59822.0,2032500.3455,2021-11-17 14:46:00
47,18360413,BTCUSDT,1,1,1637160420,1637160420,103.872,59822.0,59884.5,59757.5,59848.0,6212991.182,2021-11-17 14:47:00
48,18360471,BTCUSDT,1,1,1637160480,1637160480,39.734,59848.0,59932.0,59847.5,59903.5,2379900.7775,2021-11-17 14:48:00
49,18360587,BTCUSDT,1,1,1637160540,1637160540,53.825,59903.5,59904.0,59855.0,59881.5,3223326.549,2021-11-17 14:49:00
50,18360645,BTCUSDT,1,1,1637160600,1637160600,22.637,59881.5,59882.0,59861.0,59861.0,1355207.8765,2021-11-17 14:50:00
51,18360761,BTCUSDT,1,1,1637160660,1637160660,22.942,59861.0,59861.5,59784.5,59790.5,1372312.0395,2021-11-17 14:51:00
52,18360877,BTCUSDT,1,1,1637160720,1637160720,34.328,59790.5,59790.5,59723.5,59723.5,2051508.4175,2021-11-17 14:52:00
53,18360935,BTCUSDT,1,1,1637160780,1637160780,97.827,59723.5,59762.5,59647.0,59701.0,5839846.6735,2021-11-17 14:53:00
54,18360994,BTCUSDT,1,1,1637160840,1637160840,55.499,59701.0,59755.5,59697.5,59697.5,3314305.771,2021-11-17 14:54:00
55,18361109,BTCUSDT,1,1,1637160900,1637160900,64.234,59697.5,59726.0,59609.5,59638.5,3832561.154,2021-11-17 14:55:00
56,18361225,BTCUSDT,1,1,1637160960,1637160960,23.011,59638.5,59699.5,59638.0,59694.0,1373250.775,2021-11-17 14:56:00
57,18361284,BTCUSDT,1,1,1637161020,1637161020,10.993,59694.0,59709.0,59628.5,59629.5,656111.5505,2021-11-17 14:57:00
58,18361399,BTCUSDT,1,1,1637161080,1637161080,9.918,59629.5,59673.0,59629.0,59636.0,591572.4235,2021-11-17 14:58:00
59,18361457,BTCUSDT,1,1,1637161140,1637161140,29.284,59636.0,59664.5,59629.0,59643.0,1746562.064,2021-11-17 14:59:00
60,18361521,BTCUSDT,1,1,1637161200,1637161200,59.842,59643.0,59715.0,59590.0,59590.5,3569025.3475,2021-11-17 15:00:00
61,18361921,BTCUSDT,1,1,1637161260,1637161260,71.63,59590.5,59640.5,59525.5,59640.0,4266459.4995,2021-11-17 15:01:00
62,18361979,BTCUSDT,1,1,1637161320,1637161320,25.029,59640.0,59656.5,59588.0,59617.0,1492282.539,2021-11-17 15:02:00
63,18362037,BTCUSDT,1,1,1637161380,1637161380,13.713,59617.0,59670.0,59588.0,59669.5,817446.411,2021-11-17 15:03:00
64,18362153,BTCUSDT,1,1,1637161440,1637161440,41.897,59669.5,59750.0,59669.5,59687.0,2501886.38,2021-11-17 15:04:00
65,18362211,BTCUSDT,1,1,1637161500,1637161500,10.778,59687.0,59687.5,59650.0,59675.5,643074.9085,2021-11-17 15:05:00
66,18362327,BTCUSDT,1,1,1637161560,1637161560,12.746,59675.5,59714.0,59675.0,59713.5,761030.924,2021-11-17 15:06:00
67,18362443,BTCUSDT,1,1,1637161620,1637161620,5.814,59713.5,59714.0,59713.0,59713.5,347174.574,2021-11-17 15:07:00
68,18362501,BTCUSDT,1,1,1637161680,1637161680,31.527,59713.5,59729.0,59658.5,59659.0,1882346.268,2021-11-17 15:08:00
69,18362559,BTCUSDT,1,1,1637161740,1637161740,38.645,59659.0,59659.0,59560.0,59581.5,2304210.889,2021-11-17 15:09:00
70,18362676,BTCUSDT,1,1,1637161800,1637161800,21.376,59581.5,59628.0,59581.5,59614.5,1274171.9005,2021-11-17 15:10:00
71,18362791,BTCUSDT,1,1,1637161860,1637161860,14.24,59614.5,59615.0,59581.5,59581.5,848616.421,2021-11-17 15:11:00
72,18362850,BTCUSDT,1,1,1637161920,1637161920,17.257,59581.5,59633.0,59580.0,59632.5,1028559.4975,2021-11-17 15:12:00
73,18362965,BTCUSDT,1,1,1637161980,1637161980,6.426,59632.5,59632.5,59600.5,59601.0,383162.194,2021-11-17 15:13:00
74,18363023,BTCUSDT,1,1,1637162040,1637162040,29.125,59601.0,59619.0,59592.0,59592.0,1736206.4335,2021-11-17 15:14:00
75,18363084,BTCUSDT,1,1,1637162100,1637162100,24.774,59592.0,59625.0,59560.0,59625.0,1475969.6635,2021-11-17 15:15:00
76,18363313,BTCUSDT,1,1,1637162160,1637162160,9.192,59625.0,59659.0,59624.5,59644.0,548251.4825,2021-11-17 15:16:00
77,18363371,BTCUSDT,1,1,1637162220,1637162220,8.828,59644.0,59655.5,59626.5,59627.0,526465.213,2021-11-17 15:17:00
78,18363429,BTCUSDT,1,1,1637162280,1637162280,9.082,59627.0,59645.0,59615.0,59615.5,541543.352,2021-11-17 15:18:00
79,18363545,BTCUSDT,1,1,1637162340,1637162340,5.123,59615.5,59615.5,59615.0,59615.0,305409.1945,2021-11-17 15:19:00
80,18363603,BTCUSDT,1,1,1637162400,1637162400,17.68,59615.0,59615.5,59562.5,59569.5,1053355.2125,2021-11-17 15:20:00
81,18363720,BTCUSDT,1,1,1637162460,1637162460,10.857,59569.5,59646.0,59569.5,59646.0,647190.652,2021-11-17 15:21:00
82,18363835,BTCUSDT,1,1,1637162520,1637162520,9.226,59646.0,59648.0,59630.0,59648.0,550210.995,2021-11-17 15:22:00
83,18363893,BTCUSDT,1,1,1637162580,1637162580,32.208,59648.0,59648.0,59520.0,59520.0,1918938.9325,2021-11-17 15:23:00
84,18363952,BTCUSDT,1,1,1637162640,1637162640,35.693,59520.0,59528.5,59493.0,59512.5,2123945.109,2021-11-17 15:24:00
85,18364068,BTCUSDT,1,1,1637162700,1637162700,22.336,59512.5,59568.0,59502.0,59508.5,1329550.267,2021-11-17 15:25:00
86,18364183,BTCUSDT,1,1,1637162760,1637162760,48.653,59508.5,59508.5,59431.0,59435.5,2892889.8905,2021-11-17 15:26:00
87,18364241,BTCUSDT,1,1,1637162820,1637162820,29.838,59435.5,59505.0,59406.5,59407.0,1773971.216,2021-11-17 15:27:00
88,18364357,BTCUSDT,1,1,1637162880,1637162880,73.702,59407.0,59445.0,59377.0,59441.5,4378473.667,2021-11-17 15:28:00
89,18364415,BTCUSDT,1,1,1637162940,1637162940,26.928,59441.5,59480.5,59441.0,59457.0,1601205.0545,2021-11-17 15:29:00
90,18364477,BTCUSDT,1,1,1637163000,1637163000,29.227,59457.0,59480.0,59441.0,59480.0,1737829.435,2021-11-17 15:30:00
91,18364763,BTCUSDT,1,1,1637163060,1637163060,53.256,59480.0,59567.5,59434.0,59434.0,3170082.1445,2021-11-17 15:31:00
92,18364821,BTCUSDT,1,1,1637163120,1637163120,30.611,59434.0,59434.0,59400.0,59422.0,1818852.064,2021-11-17 15:32:00
93,18364879,BTCUSDT,1,1,1637163180,1637163180,8.791,59422.0,59422.0,59421.5,59422.0,522375.879,2021-11-17 15:33:00
94,18364995,BTCUSDT,1,1,1637163240,1637163240,6.554,59422.0,59475.0,59421.5,59475.0,389720.3165,2021-11-17 15:34:00
95,18365053,BTCUSDT,1,1,1637163300,1637163300,16.925,59475.0,59540.5,59474.5,59527.5,1007449.407,2021-11-17 15:35:00
96,18365169,BTCUSDT,1,1,1637163360,1637163360,8.494,59527.5,59527.5,59527.0,59527.0,505625.7135,2021-11-17 15:36:00
97,18365285,BTCUSDT,1,1,1637163420,1637163420,22.662,59527.0,59539.5,59511.5,59511.5,1349145.9735,2021-11-17 15:37:00
98,18365343,BTCUSDT,1,1,1637163480,1637163480,15.644,59511.5,59533.0,59511.5,59532.5,931238.3985,2021-11-17 15:38:00
99,18365401,BTCUSDT,1,1,1637163540,1637163540,52.678,59532.5,59624.5,59532.5,59607.5,3139143.0345,2021-11-17 15:39:00
100,18365518,BTCUSDT,1,1,1637163600,1637163600,18.211,59607.5,59614.0,59607.0,59607.0,1085547.6215,2021-11-17 15:40:00
101,18365633,BTCUSDT,1,1,1637163660,1637163660,60.031,59607.0,59666.0,59607.0,59666.0,3580242.027,2021-11-17 15:41:00
102,18365691,BTCUSDT,1,1,1637163720,1637163720,31.381,59666.0,59671.0,59665.5,59671.0,1872526.055,2021-11-17 15:42:00
103,18365807,BTCUSDT,1,1,1637163780,1637163780,40.06,59671.0,59671.0,59606.0,59606.5,2389546.0945,2021-11-17 15:43:00
104,18365865,BTCUSDT,1,1,1637163840,1637163840,11.388,59606.5,59607.0,59565.0,59565.0,678530.115,2021-11-17 15:44:00
105,18365923,BTCUSDT,1,1,1637163900,1637163900,17.205,59565.0,59607.0,59565.0,59591.0,1025017.688,2021-11-17 15:45:00
106,18366155,BTCUSDT,1,1,1637163960,1637163960,26.953,59591.0,59591.5,59561.5,59561.5,1605719.458,2021-11-17 15:46:00
107,18366213,BTCUSDT,1,1,1637164020,1637164020,14.677,59561.5,59610.0,59561.5,59609.5,874755.8215,2021-11-17 15:47:00
108,18366271,BTCUSDT,1,1,1637164080,1637164080,4.059,59609.5,59610.0,59609.5,59610.0,241956.243,2021-11-17 15:48:00
109,18366387,BTCUSDT,1,1,1637164140,1637164140,4.043,59610.0,59614.0,59609.5,59613.5,241003.426,2021-11-17 15:49:00
110,18366446,BTCUSDT,1,1,1637164200,1637164200,28.343,59613.5,59665.0,59613.5,59664.5,1689976.6105,2021-11-17 15:50:00
111,18366561,BTCUSDT,1,1,1637164260,1637164260,20.638,59664.5,59665.0,59657.0,59657.5,1231336.9825,2021-11-17 15:51:00
112,18366677,BTCUSDT,1,1,1637164320,1637164320,61.765,59657.5,59799.5,59657.0,59732.5,3689236.28,2021-11-17 15:52:00
113,18366735,BTCUSDT,1,1,1637164380,1637164380,15.837,59732.5,59732.5,59636.5,59638.5,944799.1715,2021-11-17 15:53:00
114,18366793,BTCUSDT,1,1,1637164440,1637164440,47.336,59638.5,59639.0,59586.5,59590.0,2821472.454,2021-11-17 15:54:00
115,18366910,BTCUSDT,1,1,1637164500,1637164500,17.287,59590.0,59668.5,59590.0,59668.0,1030576.168,2021-11-17 15:55:00
116,18367025,BTCUSDT,1,1,1637164560,1637164560,15.255,59668.0,59699.5,59607.5,59607.5,910223.902,2021-11-17 15:56:00
117,18367083,BTCUSDT,1,1,1637164620,1637164620,5.465,59607.5,59608.0,59607.5,59607.5,325755.3865,2021-11-17 15:57:00
118,18367199,BTCUSDT,1,1,1637164680,1637164680,5.813,59607.5,59684.5,59607.5,59684.0,346736.3285,2021-11-17 15:58:00
119,18367257,BTCUSDT,1,1,1637164740,1637164740,24.648,59684.0,59684.5,59639.5,59640.5,1470377.0915,2021-11-17 15:59:00
